Serial_number:
1079977
Project ID:
slr
Location:
usgs level logger 6
LEVEL
UNIT: m
Offset: 0.000000 m
TEMPERATURE
UNIT: °C
CONDUCTIVITY
UNIT: µS/cm
Date,Time,ms,LEVEL,TEMPERATURE,CONDUCTIVITY
10/31/2020,09:31:59 pm,0,0.1571,13.024,0.0
10/31/2020,10:01:59 pm,0,-0.1162,13.404,0.0
10/31/2020,10:31:59 pm,0,-0.0123,13.684,0.0
10/31/2020,11:01:59 pm,0,0.0316,13.874,0.0
10/31/2020,11:31:59 pm,0,-0.0072,14.031,0.0
11/1/2020,12:01:59 am,0,-0.0603,14.170,0.0
11/1/2020,12:31:59 am,0,-0.0642,14.268,0.0
11/1/2020,01:01:59 am,0,0.0645,14.337,0.0
11/1/2020,01:31:59 am,0,0.0487,14.414,0.0
11/1/2020,02:01:59 am,0,-0.0189,14.474,0.0
11/1/2020,02:31:59 am,0,0.0267,14.429,0.0
11/1/2020,03:01:59 am,0,0.0307,14.277,0.0
11/1/2020,03:31:59 am,0,-0.0356,14.058,0.0
11/1/2020,04:01:59 am,0,-0.0550,13.769,0.0
11/1/2020,04:31:59 am,0,0.1514,13.402,0.0
11/1/2020,05:01:59 am,0,-0.0442,12.984,0.0
11/1/2020,05:31:59 am,0,0.2037,12.543,0.0
11/1/2020,06:01:59 am,0,0.0871,12.086,0.0
11/1/2020,06:31:59 am,0,0.0162,11.573,0.0
11/1/2020,07:01:59 am,0,0.0204,10.947,0.0
11/1/2020,07:31:59 am,0,0.0181,10.209,0.0
11/1/2020,08:01:59 am,0,0.0140,9.395,0.0
11/1/2020,08:31:59 am,0,0.0163,8.547,0.0
11/1/2020,09:01:59 am,0,0.0158,7.687,0.0
11/1/2020,09:31:59 am,0,0.0206,6.839,0.0
11/1/2020,10:01:59 am,0,0.0123,6.031,0.0
11/1/2020,10:31:59 am,0,0.0158,5.293,0.0
11/1/2020,11:01:59 am,0,0.0138,4.639,0.0
11/1/2020,11:31:59 am,0,0.0136,4.078,0.0
11/1/2020,12:01:59 pm,0,0.0107,3.611,0.0
11/1/2020,12:31:59 pm,0,0.0084,3.236,0.0
11/1/2020,01:01:59 pm,0,0.0122,2.952,0.0
11/1/2020,01:31:59 pm,0,0.0131,2.759,0.0
11/1/2020,02:01:59 pm,0,0.0013,2.649,0.0
11/1/2020,02:31:59 pm,0,0.0079,2.619,0.0
11/1/2020,03:01:59 pm,0,0.0067,2.666,0.0
11/1/2020,03:31:59 pm,0,0.0065,2.775,0.0
11/1/2020,04:01:59 pm,0,0.0040,2.929,0.0
11/1/2020,04:31:59 pm,0,0.0069,3.119,0.0
11/1/2020,05:01:59 pm,0,0.0065,3.332,0.0
11/1/2020,05:31:59 pm,0,0.0083,3.553,0.0
11/1/2020,06:01:59 pm,0,0.0052,3.773,0.0
11/1/2020,06:31:59 pm,0,0.0088,3.985,0.0
11/1/2020,07:01:59 pm,0,0.0052,4.181,0.0
11/1/2020,07:31:59 pm,0,0.0016,4.312,0.0
11/1/2020,08:01:59 pm,0,0.0081,4.343,0.0
11/1/2020,08:31:59 pm,0,0.0078,4.287,0.0
11/1/2020,09:01:59 pm,0,-0.0011,4.167,0.0
11/1/2020,09:31:59 pm,0,0.0006,3.999,0.0
11/1/2020,10:01:59 pm,0,0.0061,3.796,0.0
11/1/2020,10:31:59 pm,0,-0.0014,3.580,0.0
11/1/2020,11:01:59 pm,0,0.0048,3.351,0.0
11/1/2020,11:31:59 pm,0,0.0091,3.126,0.0
11/2/2020,12:01:59 am,0,-0.0027,2.922,0.0
11/2/2020,12:31:59 am,0,-0.0007,2.848,0.0
11/2/2020,01:01:59 am,0,0.0002,3.900,0.0
11/2/2020,01:31:59 am,0,-0.0022,5.014,0.0
11/2/2020,02:01:59 am,0,0.0002,5.791,0.0
11/2/2020,02:31:59 am,0,0.0037,6.307,0.0
11/2/2020,03:01:59 am,0,-0.0421,6.678,0.0
11/2/2020,03:31:59 am,0,-0.0472,6.925,0.0
11/2/2020,04:01:59 am,0,-0.0739,7.048,0.0
11/2/2020,04:31:59 am,0,-0.0822,7.078,0.0
11/2/2020,05:01:59 am,0,0.4435,7.051,0.0
11/2/2020,05:31:59 am,0,-0.0041,6.987,0.0
11/2/2020,06:01:59 am,0,0.0030,6.898,0.0
11/2/2020,06:31:59 am,0,0.0019,7.322,0.0
11/2/2020,07:01:59 am,0,0.0068,8.213,0.0
11/2/2020,07:31:59 am,0,0.0027,9.037,0.0
11/2/2020,08:01:59 am,0,0.0013,9.706,0.0
11/2/2020,08:31:59 am,0,-0.0003,10.233,0.0
11/2/2020,09:01:59 am,0,0.0008,10.634,0.0
11/2/2020,09:31:59 am,0,0.0003,10.955,0.0
11/2/2020,10:01:59 am,0,0.0042,11.222,0.0
11/2/2020,10:31:59 am,0,-0.0011,11.455,0.0
11/2/2020,11:01:59 am,0,0.0084,11.661,0.0
11/2/2020,11:31:59 am,0,-0.0439,11.799,0.0
11/2/2020,12:01:59 pm,0,-0.0027,11.925,0.0
11/2/2020,12:31:59 pm,0,0.0040,13.059,0.0
11/2/2020,01:01:59 pm,0,0.0057,14.245,0.0
11/2/2020,01:31:59 pm,0,0.0028,14.984,0.0
11/2/2020,02:01:59 pm,0,0.0056,15.733,0.0
11/2/2020,02:31:59 pm,0,0.0021,16.451,0.0
11/2/2020,03:01:59 pm,0,0.0006,17.054,0.0
11/2/2020,03:31:59 pm,0,-0.0020,17.561,0.0
11/2/2020,04:01:59 pm,0,0.0041,17.976,0.0
11/2/2020,04:31:59 pm,0,0.0039,18.293,0.0
11/2/2020,05:01:59 pm,0,0.0164,18.571,0.0
11/2/2020,05:31:59 pm,0,0.0018,17.993,0.0
11/2/2020,06:01:59 pm,0,0.0120,17.497,0.0
11/2/2020,06:31:59 pm,0,0.0068,17.084,0.0
11/2/2020,07:01:59 pm,0,0.0031,16.721,0.0
11/2/2020,07:31:59 pm,0,0.0089,16.395,0.0
11/2/2020,08:01:59 pm,0,0.0030,16.096,0.0
11/2/2020,08:31:59 pm,0,0.0059,15.818,0.0
11/2/2020,09:01:59 pm,0,0.0060,15.559,0.0
11/2/2020,09:31:59 pm,0,-0.0013,15.317,0.0
11/2/2020,10:01:59 pm,0,0.0067,15.090,0.0
11/2/2020,10:31:59 pm,0,0.0060,14.876,0.0
11/2/2020,11:01:59 pm,0,0.0058,14.676,0.0
11/2/2020,11:31:59 pm,0,0.0048,14.496,0.0
11/3/2020,12:01:59 am,0,0.0027,14.343,0.0
11/3/2020,12:31:59 am,0,0.0005,14.219,0.0
11/3/2020,01:01:59 am,0,0.0029,14.119,0.0
11/3/2020,01:31:59 am,0,0.0104,14.036,0.0
11/3/2020,02:01:59 am,0,0.0038,13.966,0.0
11/3/2020,02:31:59 am,0,0.0015,13.900,0.0
11/3/2020,03:01:59 am,0,0.0033,13.834,0.0
11/3/2020,03:31:59 am,0,0.0024,13.769,0.0
11/3/2020,04:01:59 am,0,0.0065,13.704,0.0
11/3/2020,04:31:59 am,0,-0.0028,13.640,0.0
11/3/2020,05:01:59 am,0,0.0005,13.575,0.0
11/3/2020,05:31:59 am,0,-0.0024,13.511,0.0
11/3/2020,06:01:59 am,0,0.0013,13.455,0.0
11/3/2020,06:31:59 am,0,0.0013,13.403,0.0
11/3/2020,07:01:59 am,0,0.0037,13.348,0.0
11/3/2020,07:31:59 am,0,0.0001,13.284,0.0
11/3/2020,08:01:59 am,0,-0.0025,13.216,0.0
11/3/2020,08:31:59 am,0,0.0022,13.148,0.0
11/3/2020,09:01:59 am,0,-0.0011,13.081,0.0
11/3/2020,09:31:59 am,0,0.0033,13.016,0.0
11/3/2020,10:01:59 am,0,0.0041,12.959,0.0
11/3/2020,10:31:59 am,0,0.0016,12.919,0.0
11/3/2020,11:01:59 am,0,0.0027,12.958,0.0
11/3/2020,11:31:59 am,0,-0.0001,13.061,0.0
11/3/2020,12:01:59 pm,0,0.0079,13.190,0.0
11/3/2020,12:31:59 pm,0,-0.0023,13.331,0.0
11/3/2020,01:01:59 pm,0,0.0002,13.473,0.0
11/3/2020,01:31:59 pm,0,-0.0013,13.616,0.0
11/3/2020,02:01:59 pm,0,-0.0007,13.768,0.0
11/3/2020,02:31:59 pm,0,0.0024,13.926,0.0
11/3/2020,03:01:59 pm,0,0.0025,14.088,0.0
11/3/2020,03:31:59 pm,0,0.0031,14.253,0.0
11/3/2020,04:01:59 pm,0,0.0015,14.567,0.0
11/3/2020,04:31:59 pm,0,0.0034,15.275,0.0
11/3/2020,05:01:59 pm,0,0.0059,15.579,0.0
11/3/2020,05:31:59 pm,0,0.0069,16.166,0.0
11/3/2020,06:01:59 pm,0,0.0064,17.207,0.0
11/3/2020,06:31:59 pm,0,0.0053,17.211,0.0
11/3/2020,07:01:59 pm,0,0.0063,16.964,0.0
11/3/2020,07:31:59 pm,0,0.0072,16.739,0.0
11/3/2020,08:01:59 pm,0,0.0060,16.531,0.0
11/3/2020,08:31:59 pm,0,0.0068,16.334,0.0
11/3/2020,09:01:59 pm,0,0.0037,16.149,0.0
11/3/2020,09:31:59 pm,0,0.0050,15.980,0.0
11/3/2020,10:01:59 pm,0,0.0022,15.821,0.0
11/3/2020,10:31:59 pm,0,0.0055,15.668,0.0
11/3/2020,11:01:59 pm,0,0.0064,15.511,0.0
11/3/2020,11:31:59 pm,0,0.0039,15.385,0.0
11/4/2020,12:01:59 am,0,0.0065,15.287,0.0
11/4/2020,12:31:59 am,0,0.0072,15.192,0.0
11/4/2020,01:01:59 am,0,0.0054,15.099,0.0
11/4/2020,01:31:59 am,0,0.0061,15.012,0.0
11/4/2020,02:01:59 am,0,0.0070,14.926,0.0
11/4/2020,02:31:59 am,0,0.0038,14.837,0.0
11/4/2020,03:01:59 am,0,0.0006,14.748,0.0
11/4/2020,03:31:59 am,0,0.0051,14.655,0.0
11/4/2020,04:01:59 am,0,0.0034,14.562,0.0
11/4/2020,04:31:59 am,0,0.0055,14.471,0.0
11/4/2020,05:01:59 am,0,0.0046,14.375,0.0
11/4/2020,05:31:59 am,0,0.0039,14.304,0.0
11/4/2020,06:01:59 am,0,0.0071,14.251,0.0
11/4/2020,06:31:59 am,0,0.0089,14.195,0.0
11/4/2020,07:01:59 am,0,0.0049,14.131,0.0
11/4/2020,07:31:59 am,0,0.0092,14.066,0.0
11/4/2020,08:01:59 am,0,0.0090,13.995,0.0
11/4/2020,08:31:59 am,0,0.0056,13.919,0.0
11/4/2020,09:01:59 am,0,0.0082,13.839,0.0
11/4/2020,09:31:59 am,0,0.0098,13.760,0.0
11/4/2020,10:01:59 am,0,0.0075,13.692,0.0
11/4/2020,10:31:59 am,0,0.0057,13.648,0.0
11/4/2020,11:01:59 am,0,0.0035,13.385,0.0
11/4/2020,11:31:59 am,0,0.0366,13.224,0.0
11/4/2020,12:01:59 pm,0,0.0063,13.203,0.0
11/4/2020,12:31:59 pm,0,0.0049,13.750,0.0
11/4/2020,01:01:59 pm,0,0.0060,15.590,0.0
11/4/2020,01:31:59 pm,0,0.0000,19.511,0.0
11/4/2020,02:01:59 pm,0,-0.0028,19.963,0.0
11/4/2020,02:31:59 pm,0,-0.0019,18.600,0.0
11/4/2020,03:01:59 pm,0,-0.0173,18.626,0.0
11/4/2020,03:31:59 pm,0,0.0019,18.498,0.0
11/4/2020,04:01:59 pm,0,0.0010,17.936,0.0
11/4/2020,04:31:59 pm,0,0.0020,17.545,0.0
11/4/2020,05:01:59 pm,0,0.0057,17.251,0.0
11/4/2020,05:31:59 pm,0,0.0066,17.034,0.0
11/4/2020,06:01:59 pm,0,0.0026,16.887,0.0
11/4/2020,06:31:59 pm,0,0.0054,16.772,0.0
11/4/2020,07:01:59 pm,0,0.0057,16.669,0.0
11/4/2020,07:31:59 pm,0,0.0050,16.569,0.0
11/4/2020,08:01:59 pm,0,0.0081,16.459,0.0
11/4/2020,08:31:59 pm,0,0.0052,16.338,0.0
11/4/2020,09:01:59 pm,0,0.0050,16.218,0.0
11/4/2020,09:31:59 pm,0,0.0033,16.112,0.0
11/4/2020,10:01:59 pm,0,0.0071,16.015,0.0
11/4/2020,10:31:59 pm,0,0.0079,15.935,0.0
11/4/2020,11:01:59 pm,0,0.0085,15.864,0.0
11/4/2020,11:31:59 pm,0,0.0082,15.810,0.0
11/5/2020,12:01:59 am,0,0.0055,15.779,0.0
11/5/2020,12:31:59 am,0,0.0064,15.752,0.0
11/5/2020,01:01:59 am,0,0.0073,15.718,0.0
11/5/2020,01:31:59 am,0,0.0069,15.679,0.0
11/5/2020,02:01:59 am,0,0.0067,15.638,0.0
11/5/2020,02:31:59 am,0,0.0068,15.597,0.0
11/5/2020,03:01:59 am,0,0.0083,15.559,0.0
11/5/2020,03:31:59 am,0,0.0065,15.522,0.0
11/5/2020,04:01:59 am,0,0.0125,15.487,0.0
11/5/2020,04:31:59 am,0,0.0075,15.457,0.0
11/5/2020,05:01:59 am,0,0.0072,15.431,0.0
11/5/2020,05:31:59 am,0,0.0046,15.421,0.0
11/5/2020,06:01:59 am,0,0.0143,15.428,0.0
11/5/2020,06:31:59 am,0,0.0113,15.433,0.0
11/5/2020,07:01:59 am,0,0.0105,15.428,0.0
11/5/2020,07:31:59 am,0,0.0125,15.411,0.0
11/5/2020,08:01:59 am,0,0.0120,15.379,0.0
11/5/2020,08:31:59 am,0,0.0144,15.335,0.0
11/5/2020,09:01:59 am,0,0.0132,15.288,0.0
11/5/2020,09:31:59 am,0,0.0078,15.232,0.0
11/5/2020,10:01:59 am,0,0.0058,15.170,0.0
11/5/2020,10:31:59 am,0,0.0118,15.114,0.0
11/5/2020,11:01:59 am,0,0.0020,15.075,0.0
11/5/2020,11:31:59 am,0,0.0099,15.077,0.0
11/5/2020,12:01:59 pm,0,0.0066,16.312,0.0
11/5/2020,12:31:59 pm,0,0.0037,16.030,0.0
11/5/2020,01:01:59 pm,0,0.0300,15.414,0.0
11/5/2020,01:31:59 pm,0,0.0272,16.377,0.0
11/5/2020,02:01:59 pm,0,0.0162,18.120,0.0
11/5/2020,02:31:59 pm,0,0.0172,20.167,0.0
11/5/2020,03:01:59 pm,0,0.0271,19.149,0.0
11/5/2020,03:31:59 pm,0,0.0156,19.215,0.0
11/5/2020,04:01:59 pm,0,0.0169,18.079,0.0
11/5/2020,04:31:59 pm,0,0.0261,16.252,0.0
11/5/2020,05:01:59 pm,0,0.0110,15.527,0.0
11/5/2020,05:31:59 pm,0,-0.0010,15.985,0.0
11/5/2020,06:01:59 pm,0,0.0067,16.460,0.0
11/5/2020,06:31:59 pm,0,0.0014,16.818,0.0
11/5/2020,07:01:59 pm,0,-0.0013,16.993,0.0
11/5/2020,07:31:59 pm,0,0.0082,16.983,0.0
11/5/2020,08:01:59 pm,0,0.0068,16.825,0.0
11/5/2020,08:31:59 pm,0,0.0071,16.552,0.0
11/5/2020,09:01:59 pm,0,0.0002,16.195,0.0
11/5/2020,09:31:59 pm,0,-0.0005,15.769,0.0
11/5/2020,10:01:59 pm,0,0.0013,15.287,0.0
11/5/2020,10:31:59 pm,0,0.0016,14.759,0.0
11/5/2020,11:01:59 pm,0,-0.0010,14.189,0.0
11/5/2020,11:31:59 pm,0,0.0014,13.584,0.0
11/6/2020,12:01:59 am,0,-0.0019,12.929,0.0
11/6/2020,12:31:59 am,0,0.0069,12.242,0.0
11/6/2020,01:01:59 am,0,0.0033,11.537,0.0
11/6/2020,01:31:59 am,0,0.0038,10.828,0.0
11/6/2020,02:01:59 am,0,0.0035,10.135,0.0
11/6/2020,02:31:59 am,0,0.0031,9.463,0.0
11/6/2020,03:01:59 am,0,-0.0035,8.817,0.0
11/6/2020,03:31:59 am,0,0.0067,8.203,0.0
11/6/2020,04:01:59 am,0,0.0042,7.622,0.0
11/6/2020,04:31:59 am,0,0.0030,7.092,0.0
11/6/2020,05:01:59 am,0,0.0031,6.626,0.0
11/6/2020,05:31:59 am,0,0.0025,6.267,0.0
11/6/2020,06:01:59 am,0,0.0022,6.095,0.0
11/6/2020,06:31:59 am,0,0.0081,6.074,0.0
11/6/2020,07:01:59 am,0,0.0023,6.161,0.0
11/6/2020,07:31:59 am,0,0.0115,6.264,0.0
11/6/2020,08:01:59 am,0,0.0064,6.383,0.0
11/6/2020,08:31:59 am,0,0.0121,6.473,0.0
11/6/2020,09:01:59 am,0,0.0052,6.492,0.0
11/6/2020,09:31:59 am,0,0.0059,6.441,0.0
11/6/2020,10:01:59 am,0,0.0084,6.380,0.0
11/6/2020,10:31:59 am,0,0.0096,6.404,0.0
11/6/2020,11:01:59 am,0,0.0177,7.093,0.0
11/6/2020,11:31:59 am,0,0.0195,8.877,0.0
11/6/2020,12:01:59 pm,0,0.0175,11.182,0.0
11/6/2020,12:31:59 pm,0,0.6379,4.716,108.3
11/6/2020,01:01:59 pm,0,0.9242,4.466,127.2
11/6/2020,01:31:59 pm,0,0.9379,4.523,127.5
11/6/2020,02:01:59 pm,0,0.9449,4.572,128.0
11/6/2020,02:31:59 pm,0,0.9299,4.836,129.2
11/6/2020,03:01:59 pm,0,0.9204,4.987,130.5
11/6/2020,03:31:59 pm,0,0.9179,4.976,130.0
11/6/2020,04:01:59 pm,0,0.9348,5.221,131.2
11/6/2020,04:31:59 pm,0,0.9033,4.964,129.7
11/6/2020,05:01:59 pm,0,0.9006,5.007,129.5
11/6/2020,05:31:59 pm,0,0.9063,5.154,130.3
11/6/2020,06:01:59 pm,0,0.8981,5.132,130.3
11/6/2020,06:31:59 pm,0,0.8560,5.115,129.6
11/6/2020,07:01:59 pm,0,0.8960,5.141,129.6
11/6/2020,07:31:59 pm,0,0.9497,5.045,129.5
11/6/2020,08:01:59 pm,0,0.9366,4.947,129.1
11/6/2020,08:31:59 pm,0,0.9328,5.016,128.6
11/6/2020,09:01:59 pm,0,0.9858,5.063,129.1
11/6/2020,09:31:59 pm,0,1.0121,5.059,129.3
11/6/2020,10:01:59 pm,0,0.9531,5.053,129.1
11/6/2020,10:31:59 pm,0,0.9408,5.059,129.1
11/6/2020,11:01:59 pm,0,0.9827,5.168,130.3
11/6/2020,11:31:59 pm,0,0.9483,5.121,130.1
11/7/2020,12:01:59 am,0,0.8809,5.027,128.9
11/7/2020,12:31:59 am,0,0.8728,5.047,128.6
11/7/2020,01:01:59 am,0,0.8834,5.086,129.5
11/7/2020,01:31:59 am,0,0.8321,5.111,129.4
11/7/2020,02:01:59 am,0,0.8154,5.073,129.1
11/7/2020,02:31:59 am,0,0.8654,5.079,129.4
11/7/2020,03:01:59 am,0,0.9157,4.962,127.4
11/7/2020,03:31:59 am,0,0.9165,4.977,127.5
11/7/2020,04:01:59 am,0,0.9029,5.014,128.1
11/7/2020,04:31:59 am,0,0.9479,5.016,128.4
11/7/2020,05:01:59 am,0,0.9634,5.013,128.5
11/7/2020,05:31:59 am,0,0.9440,5.012,128.6
11/7/2020,06:01:59 am,0,0.9383,5.013,128.7
11/7/2020,06:31:59 am,0,0.9743,5.027,128.9
11/7/2020,07:01:59 am,0,0.9726,5.009,129.1
11/7/2020,07:31:59 am,0,0.9372,4.993,129.0
11/7/2020,08:01:59 am,0,0.9253,4.998,128.9
11/7/2020,08:31:59 am,0,0.9563,4.995,129.0
11/7/2020,09:01:59 am,0,0.9517,5.007,129.2
11/7/2020,09:31:59 am,0,0.8982,4.976,129.0
11/7/2020,10:01:59 am,0,0.9041,4.958,128.7
11/7/2020,10:31:59 am,0,0.9424,5.007,129.0
11/7/2020,11:01:59 am,0,0.9569,4.977,129.1
11/7/2020,11:31:59 am,0,0.9409,4.944,128.8
11/7/2020,12:01:59 pm,0,0.9570,4.953,128.2
11/7/2020,12:31:59 pm,0,1.0137,5.053,128.6
11/7/2020,01:01:59 pm,0,1.0211,5.103,129.0
11/7/2020,01:31:59 pm,0,0.9709,5.099,128.7
11/7/2020,02:01:59 pm,0,0.9924,5.135,129.1
11/7/2020,02:31:59 pm,0,1.0122,5.255,129.9
11/7/2020,03:01:59 pm,0,0.9657,5.181,129.5
11/7/2020,03:31:59 pm,0,0.9192,5.282,130.0
11/7/2020,04:01:59 pm,0,0.9216,5.330,130.3
11/7/2020,04:31:59 pm,0,0.9206,5.335,130.3
11/7/2020,05:01:59 pm,0,0.8962,5.390,130.5
11/7/2020,05:31:59 pm,0,0.9041,5.477,131.0
11/7/2020,06:01:59 pm,0,0.9111,5.362,130.3
11/7/2020,06:31:59 pm,0,0.9485,5.266,129.6
11/7/2020,07:01:59 pm,0,0.9562,5.327,130.0
11/7/2020,07:31:59 pm,0,0.9792,5.299,129.8
11/7/2020,08:01:59 pm,0,1.0044,5.276,129.7
11/7/2020,08:31:59 pm,0,1.0274,5.329,130.5
11/7/2020,09:01:59 pm,0,1.0314,5.327,130.5
11/7/2020,09:31:59 pm,0,1.0342,5.323,130.6
11/7/2020,10:01:59 pm,0,1.0058,5.327,130.6
11/7/2020,10:31:59 pm,0,0.9844,5.313,130.6
11/7/2020,11:01:59 pm,0,0.9743,5.355,130.9
11/7/2020,11:31:59 pm,0,0.9280,5.336,130.9
11/8/2020,12:01:59 am,0,0.8927,5.352,131.1
11/8/2020,12:31:59 am,0,0.8942,5.356,131.2
11/8/2020,01:01:59 am,0,0.8885,5.282,130.7
11/8/2020,01:31:59 am,0,0.8554,5.254,130.1
11/8/2020,02:01:59 am,0,0.8283,5.280,130.4
11/8/2020,02:31:59 am,0,0.8875,5.215,129.9
11/8/2020,03:01:59 am,0,0.9303,5.198,129.8
11/8/2020,03:31:59 am,0,0.9138,5.178,129.6
11/8/2020,04:01:59 am,0,0.9239,5.168,129.6
11/8/2020,04:31:59 am,0,0.9760,5.157,129.7
11/8/2020,05:01:59 am,0,0.9722,5.130,129.6
11/8/2020,05:31:59 am,0,0.9380,5.140,129.6
11/8/2020,06:01:59 am,0,0.9586,5.134,129.6
11/8/2020,06:31:59 am,0,0.9786,5.090,129.6
11/8/2020,07:01:59 am,0,0.9519,5.124,130.0
11/8/2020,07:31:59 am,0,0.9174,5.076,129.9
11/8/2020,08:01:59 am,0,0.9182,5.102,130.0
11/8/2020,08:31:59 am,0,0.9254,5.072,129.9
11/8/2020,09:01:59 am,0,0.8944,5.067,129.8
11/8/2020,09:31:59 am,0,0.9229,5.048,129.8
11/8/2020,10:01:59 am,0,0.9417,5.069,129.8
11/8/2020,10:31:59 am,0,0.9488,5.058,129.8
11/8/2020,11:01:59 am,0,0.9526,5.062,129.9
11/8/2020,11:31:59 am,0,0.9868,5.138,130.3
11/8/2020,12:01:59 pm,0,1.0095,5.206,130.7
11/8/2020,12:31:59 pm,0,1.0223,5.281,130.9
11/8/2020,01:01:59 pm,0,1.0259,5.309,131.2
11/8/2020,01:31:59 pm,0,1.0032,5.412,131.7
11/8/2020,02:01:59 pm,0,0.9779,5.431,131.7
11/8/2020,02:31:59 pm,0,0.9822,5.598,132.6
11/8/2020,03:01:59 pm,0,0.9638,5.821,133.6
11/8/2020,03:31:59 pm,0,0.9037,5.799,133.2
11/8/2020,04:01:59 pm,0,0.9069,6.045,134.4
11/8/2020,04:31:59 pm,0,0.9232,6.121,134.9
11/8/2020,05:01:59 pm,0,0.8915,6.090,134.5
11/8/2020,05:31:59 pm,0,0.8478,6.077,134.4
11/8/2020,06:01:59 pm,0,0.8977,6.108,134.6
11/8/2020,06:31:59 pm,0,0.9377,6.066,134.5
11/8/2020,07:01:59 pm,0,0.9379,6.093,134.7
11/8/2020,07:31:59 pm,0,0.9478,6.102,134.8
11/8/2020,08:01:59 pm,0,0.9894,6.085,134.8
11/8/2020,08:31:59 pm,0,1.0136,5.969,134.4
11/8/2020,09:01:59 pm,0,1.0102,6.002,134.5
11/8/2020,09:31:59 pm,0,0.9721,6.079,134.9
11/8/2020,10:01:59 pm,0,0.9490,6.142,135.4
11/8/2020,10:31:59 pm,0,0.9461,6.231,135.7
11/8/2020,11:01:59 pm,0,0.9130,6.336,136.1
11/8/2020,11:31:59 pm,0,0.8753,6.323,136.0
